Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Aero Elite: Combat Academy,PS2,2002,Simulation,64,7.0,E
Wrath Unleashed,PS2,2004,Strategy,64,6.0,T
Divinity II: Ego Draconis,PC,2009,Role-Playing,72,7.7,M
Commandos 2: Men of Courage,XB,2002,Strategy,67,8.4,T
Emergency 2012,PC,2010,Simulation,61,6.2,T
Overlord: Minions,DS,2009,Puzzle,58,5.5,E10+
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,71,6.2,T
Alvin and the Chipmunks,PS2,2007,Misc,33,4.5,E
Hearts of Iron III,PC,2009,Strategy,77,7.1,E10+
Kengo: Legend of The 9,X360,2006,Fighting,38,4.1,M
Romance of the Three Kingdoms XI,PS2,2007,Strategy,69,8.4,E10+
Hammerin' Hero,PSP,2008,Action,73,7.3,E10+
Dark Souls III,PC,2016,Role-Playing,89,8.6,M
TMNT: Mutant Melee,GC,2005,Fighting,44,2.8,T
Combat: Task Force 121,XB,2005,Shooter,44,8.5,M
Stacked with Daniel Negreanu,PS2,2006,Misc,63,5.3,T
Circus Maximus: Chariot Wars,XB,2002,Racing,67,5.0,T
Serious Sam: Next Encounter,PS2,2004,Shooter,65,7.8,M
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,54,1.4,T
Monster Racers,DS,2009,Racing,70,9.0,E
Speed Zone,Wii,2009,Racing,37,3.8,E
James Cameron's Dark Angel,XB,2002,Action,47,8.3,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,37,5.9,M
Operation Darkness,X360,2007,Role-Playing,46,7.0,M
Galerians: Ash,PS2,2002,Adventure,50,7.9,T
R-Type Command,PSP,2007,Strategy,69,6.5,E10+
Haunting Ground,PS2,2005,Action,67,8.8,M
Grand Kingdom,PS4,2015,Role-Playing,78,8.1,T
Robocalypse,DS,2008,Strategy,78,8.6,E10+
Homie Rollerz,DS,2008,Racing,23,2.4,E
Escape Dead Island,X360,2014,Action,32,3.8,M
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,50,7.0,T
Romance of the Three Kingdoms IX,PS2,2003,Strategy,74,8.9,E
Second Sight,XB,2004,Adventure,75,8.0,T
Operation Flashpoint: Red River,PC,2011,Shooter,67,4.9,M
MLB Front Office Manager,X360,2009,Sports,47,4.6,E
Child of Light,PSV,2014,Role-Playing,83,7.8,E10+
Silent Hill: Origins,PS2,2008,Action,70,7.4,M
Harry Potter and the Sorcerer's Stone,XB,2003,Action,59,6.0,E
Damnation,X360,2009,Shooter,36,5.6,M
Samurai Warriors,XB,2004,Action,71,9.0,T
FIFA Soccer 2004,GC,2003,Sports,83,6.2,E
Record of Agarest War,PS3,2007,Role-Playing,67,6.8,T
SNK Arcade Classics Vol. 1,Wii,2008,Misc,73,8.0,T
Dave Mirra BMX Challenge,PSP,2006,Sports,32,4.6,E
Rayman 3: Hoodlum Havoc,GC,2003,Platform,77,8.3,E
The Guy Game,XB,2004,Misc,47,5.4,M
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,61,7.4,T
Open Season,Wii,2006,Platform,49,5.6,E10+
Crimson Sea 2,PS2,2004,Action,75,8.3,T
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,63,7.0,T
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,72,8.5,T
Digimon World Championship,DS,2008,Role-Playing,49,6.5,E
Dynasty Warriors 8: Empires,XOne,2014,Action,58,6.8,T
Catwoman,GC,2004,Action,47,6.1,T
Colosseum: Road to Freedom,PS2,2005,Role-Playing,56,8.3,M
Football Manager 2010,PC,2009,Sports,87,9.0,E
Target: Terror,Wii,2008,Shooter,33,2.7,M
Mugen Souls Z,PS3,2013,Role-Playing,57,6.4,T
BeatMania,PS2,2006,Simulation,67,8.9,E10+
Silpheed: The Lost Planet,PS2,2000,Shooter,72,7.5,T
Real Time Conflict: Shogun Empires,DS,2005,Strategy,35,5.6,E10+
Spartan: Total Warrior,GC,2005,Action,73,8.3,M
Pitfall: The Lost Expedition,XB,2004,Platform,73,7.8,E
River City Ransom EX,GBA,2004,Action,75,8.4,T
Bionicle Heroes,X360,2006,Shooter,59,5.9,E10+
Fable: The Lost Chapters,PC,2005,Role-Playing,83,8.7,M
Crazy Taxi 2,DC,2001,Racing,82,8.1,T
The Sims 2: Seasons,PC,2007,Simulation,78,7.3,T
The Testament of Sherlock Holmes,PC,2012,Adventure,73,8.0,M
Robot Alchemic Drive,PS2,2002,Action,79,8.2,T
Tomb Raider: Legend,DS,2006,Action,58,8.0,T
Warhammer: Battle For Atluma,PSP,2006,Action,55,7.4,T
Eagle Flight,PS4,2016,Adventure,72,7.8,E10+
Operation: Vietnam,DS,2007,Shooter,65,6.3,T
Fighter Maker 2,PS2,2002,Fighting,58,7.8,T
Lifeline,PS2,2003,Adventure,61,7.7,M
NHL 2005,GC,2004,Sports,75,5.6,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,88,8.2,E
Anubis II,Wii,2007,Platform,19,2.7,E
Inversion,PS3,2012,Shooter,56,5.4,M
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,79,6.2,T
Assassin's Creed Chronicles,PSV,2016,Action,70,8.0,T
Dragoneer's Aria,PSP,2007,Role-Playing,56,6.0,E10+
N+,DS,2007,Platform,82,7.4,E
Obscure,PS2,2004,Adventure,65,8.9,M
Sega Soccer Slam,GC,2002,Sports,84,7.7,E
Deep Labyrinth,DS,2006,Action,57,8.8,E10+
Spawn: Armageddon,GC,2003,Action,61,7.2,M
God Hand,PS2,2006,Action,73,7.7,M
Legends of Wrestling II,GBA,2002,Fighting,24,3.7,E
Jurassic Park: Operation Genesis,XB,2003,Simulation,69,8.8,T
RedCard 20-03,PS2,2002,Sports,73,9.0,E
Future Tactics: The Uprising,PS2,2004,Strategy,61,6.0,T
Driver: Parallel Lines,XB,2006,Racing,69,4.6,M
Top Gun,PS3,2011,Simulation,49,4.4,T
Batman: Rise of Sin Tzu,GBA,2003,Action,63,6.8,E
Dragon Ball Z: Battle of Z,X360,2014,Fighting,53,5.1,T
World Racing,XB,2003,Racing,56,8.1,E
Resident Evil 5,PC,2009,Action,86,7.1,M
X-Men: The Official Game,GBA,2006,Action,55,9.3,E10+
The King of Fighters 02/03,PS2,2005,Fighting,73,8.8,T
Armored Core: Nine Breaker,PS2,2004,Simulation,57,8.2,T
Terraria,PS4,2014,Action,83,7.9,T
Worms 3D,GC,2003,Strategy,69,7.6,T
TRON: Evolution,PC,2010,Action,57,6.0,T
The Guided Fate Paradox,PS3,2013,Role-Playing,74,7.8,T
Mayhem 3D,X360,2011,Racing,47,8.6,E10+
WipEout HD Fury,PS3,2009,Racing,89,8.4,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,64,4.1,M
"Flower, Sun, and Rain",DS,2008,Adventure,54,7.1,T
Gunstar Super Heroes,GBA,2005,Shooter,83,8.5,E10+
Cities XL 2012,PC,2011,Strategy,61,5.6,E
Worms Forts: Under Siege,XB,2004,Strategy,67,8.0,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,71,8.0,M
Natural Doctrine,PSV,2014,Role-Playing,60,7.5,M
Prince of Persia: The Fallen King,DS,2008,Action,64,6.0,E
NHL Hitz Pro,XB,2003,Sports,81,8.8,E
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,72,7.2,T
Alan Wake,PC,2012,Action,83,8.0,T
Risen 3: Titan Lords,X360,2014,Role-Playing,44,4.4,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,54,6.3,E10+
Wings of War,XB,2004,Simulation,62,5.0,T
187: Ride or Die,XB,2005,Racing,51,6.9,M
RPG Maker 3,PS2,2004,Role-Playing,69,7.9,E10+
Kabuki Warriors,XB,2001,Action,32,2.5,M
World Poker Tour,XB,2005,Misc,63,7.8,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,81,8.5,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,41,2.4,E10+
NanoBreaker,PS2,2005,Action,51,6.7,M
Bionicle,XB,2003,Action,49,1.5,E
GRID 2,PC,2013,Racing,80,5.7,E
Criminal Girls: Invite Only,PSV,2013,Role-Playing,55,6.7,M
Miami Vice: The Game,PSP,2006,Shooter,63,7.0,M
Samurai Warriors Chronicles 3,PSV,2014,Action,70,7.9,T
BMX XXX,GC,2002,Sports,60,5.0,M
One Piece: Unlimited World Red,WiiU,2014,Action,66,7.8,T
Aggressive Inline,XB,2002,Sports,85,7.7,T
Insecticide,DS,2008,Action,55,7.0,E10+
XGRA: Extreme G Racing Association,PS2,2003,Racing,68,8.6,T
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,70,7.5,E
Tournament of Legends,Wii,2010,Fighting,45,6.9,T
Escape from Bug Island,Wii,2006,Action,37,5.0,M
Gradius Collection,PSP,2006,Shooter,76,8.5,E
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,55,7.1,M
Gallop Racer 2004,PS2,2004,Sports,70,8.7,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,45,7.8,T
F1 2001,XB,2001,Racing,83,5.5,E
Crimson Gem Saga,PSP,2008,Role-Playing,78,7.5,T
Monster Tale,DS,2011,Platform,79,8.0,E
Legend of the Dragon,Wii,2007,Fighting,37,4.8,T
Cel Damage,GC,2002,Racing,67,6.8,T
Mirror's Edge Catalyst,PC,2016,Platform,74,4.4,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,59,4.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,68,6.2,T
Tokobot,PSP,2005,Platform,72,7.3,E
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,32,5.8,M
Assetto Corsa,PS4,2016,Racing,73,6.2,E
NHL 2K9,Wii,2008,Sports,65,5.4,E10+
"Warhammer 40,000: Squad Command",DS,2007,Strategy,57,7.9,T
One Piece: Burning Blood,XOne,2016,Fighting,60,5.8,T
TrackMania Turbo,XOne,2016,Action,76,7.7,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,83,8.3,M
Bionicle Heroes,DS,2006,Shooter,72,6.4,T
Mystic Heroes,PS2,2002,Action,67,8.6,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,65,8.0,E
Unchained Blades ,PSP,2011,Role-Playing,61,7.5,T
Showtime Championship Boxing,Wii,2007,Fighting,35,4.7,E10+
Bomberman Land,PSP,2007,Misc,55,7.8,E
Steins;Gate,PS3,2012,Adventure,83,8.7,M
Nights of Azure,PS4,2015,Action,67,7.6,T
Age of Empires Online,PC,2011,Strategy,70,5.6,E10+
Earth Defense Force 2017 Portable,PSV,2012,Action,68,7.9,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,68,7.8,E10+
From The Abyss,DS,2008,Role-Playing,59,8.0,E
The LEGO Movie Videogame,PC,2014,Action,68,6.8,E10+
DuckTales: Remastered,WiiU,2013,Action,76,7.9,E
Giants: Citizen Kabuto,PS2,2001,Shooter,79,6.9,T
MX vs. ATV Supercross,X360,2014,Racing,48,4.8,E
Grand Kingdom,PSV,2015,Role-Playing,76,8.8,T
LEGO Batman: The Videogame,PC,2008,Action,80,7.8,E10+
Alone in the Dark,PS2,2008,Adventure,47,5.4,M
Muppets Party Cruise,PS2,2003,Misc,61,8.0,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,64,7.9,M
Cold Fear,XB,2005,Action,71,7.6,M
The Technomancer,PS4,2016,Role-Playing,60,6.7,M
Theme Park,DS,2007,Simulation,72,7.6,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,77,8.1,M
Blur,PC,2010,Racing,81,7.4,E10+
The Next BIG Thing,PC,2011,Adventure,75,7.9,E10+
Alien Syndrome,Wii,2007,Role-Playing,48,7.1,T
Vexx,GC,2003,Platform,71,7.3,T
Secret Files: Tunguska,Wii,2008,Adventure,65,7.6,T
Unreal Tournament III,PC,2007,Shooter,83,8.0,M
Disney Sports Skateboarding,GC,2002,Sports,36,4.7,E
Terminator 3: The Redemption,XB,2004,Shooter,66,8.6,T
Arkanoid DS,DS,2007,Puzzle,61,7.0,E
Call of Duty 2,PC,2005,Shooter,86,8.4,T
Big Bang Mini,DS,2009,Shooter,78,8.2,E
Serious Sam II,XB,2005,Shooter,72,6.7,M
Song of the Deep,XOne,2016,Action,66,6.9,E
Dead Rising 2: Off the Record,PC,2011,Action,66,5.3,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,64,8.1,E
The Witcher,PC,2007,Role-Playing,81,8.8,M
Coded Arms: Contagion,PSP,2007,Shooter,56,6.6,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,80,8.7,M
Create,PC,2010,Action,54,6.8,E
Commandos: Strike Force,PS2,2006,Shooter,58,8.5,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,57,8.6,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,67,5.9,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,52,7.4,T
Devil's Third,WiiU,2015,Action,43,6.5,M
Star Trek: Tactical Assault,DS,2006,Strategy,63,7.0,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,44,2.5,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,80,7.8,T
Resident Evil - Code: Veronica X,GC,2003,Action,62,8.5,M
Trapt,PS2,2005,Action,60,7.9,M
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,68,7.8,T
Worms 3D,XB,2003,Strategy,69,8.4,T
PoPoLoCrois,PSP,2005,Role-Playing,66,7.4,E
Dragon Rage,PS2,2001,Shooter,50,6.4,T
Theresia...,DS,2008,Adventure,61,8.0,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,71,6.9,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,58,7.5,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,58,7.0,E
Jumper: Griffin's Story,X360,2008,Action,29,3.3,T
Tron 2.0: Killer App,XB,2004,Action,69,4.3,T
The Fast and the Furious,PS2,2006,Racing,59,6.6,T
Vampire Rain: Altered Species,PS3,2008,Action,30,3.5,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,35,6.1,T
Racing Gears Advance,GBA,2004,Racing,83,8.9,E
Inversion,X360,2012,Shooter,53,6.5,M
Need for Speed: Shift,PC,2009,Racing,83,5.8,E
Mercury Meltdown,PSP,2006,Action,78,7.8,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,71,8.3,T
Zoo Tycoon 2,PC,2004,Strategy,72,8.1,E
Brave: A Warrior's Tale,X360,2009,Action,42,5.0,E10+
Fatal Frame,XB,2002,Action,77,8.6,T
Urban Chaos: Riot Response,PS2,2006,Shooter,73,7.8,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,44,4.6,T
Ivy the Kiwi?,Wii,2010,Puzzle,74,7.2,E
Resident Evil 2,GC,2003,Action,59,8.5,M
Catwoman,XB,2004,Action,45,4.6,T
Top Gun: Hard Lock,X360,2012,Action,54,3.5,T
Warriors Orochi 2,X360,2008,Action,44,8.1,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,69,7.5,E10+
Street Fighter V,PC,2016,Fighting,74,2.9,T
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,71,9.0,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,42,4.1,E
Gun Showdown,PSP,2006,Action,73,7.6,M
Tiger Woods PGA Tour 08,DS,2007,Sports,81,7.6,E
Constantine,XB,2005,Action,60,7.1,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,64,7.1,M
Samurai Shodown Anthology,Wii,2008,Fighting,74,8.2,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,82,8.4,M
Nanostray,DS,2005,Shooter,71,7.7,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,59,8.4,T
Tropico 5,X360,2014,Simulation,71,7.2,T
Rugby World Cup 2015,PS4,2015,Sports,25,1.9,E
Lost Kingdoms II,GC,2003,Role-Playing,68,9.1,T
Aggressive Inline,GC,2002,Sports,88,7.8,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,62,6.9,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,60,6.9,E10+
X-Men: Destiny,DS,2011,Action,33,5.6,E10+
The Sims 2: University,PC,2005,Simulation,81,7.8,T
Generation of Chaos,PSP,2005,Role-Playing,60,7.7,T
Pump It Up: Exceed,PS2,2005,Misc,73,8.4,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,64,6.4,T
MotorStorm RC,PSV,2012,Racing,78,6.8,E
Harry Potter and the Sorcerer's Stone,PC,2001,Action,65,7.8,E
Scurge: Hive,DS,2006,Action,70,8.6,E10+
Remember Me,PC,2013,Action,65,7.4,M
NBA Live 07,XB,2006,Sports,69,6.8,E
Ride to Hell,X360,2013,Racing,19,1.3,M
The Saboteur,PC,2009,Action,76,8.0,M
Hail to the Chimp,X360,2008,Misc,52,6.1,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,68,8.2,M
Rocket League,PC,2016,Sports,86,8.2,E
V-Rally 3,PS2,2002,Racing,82,7.4,E
Mirror's Edge,PC,2009,Platform,81,8.1,T
Titan Quest,PC,2006,Role-Playing,77,8.1,T
Amazing Island,GC,2004,Strategy,59,6.6,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,65,7.9,T
Gothic 3,PC,2006,Role-Playing,63,7.3,T
7 Days to Die,XOne,2016,Action,35,5.2,M
Alvin and the Chipmunks,Wii,2007,Misc,30,3.6,E
Final Fight: Streetwise,PS2,2006,Action,43,6.2,M
Speed Kings,XB,2003,Racing,60,8.8,E
Rebelstar: Tactical Command,GBA,2005,Strategy,78,9.1,E10+
F1 2010,PC,2010,Racing,84,6.6,E
Gladiator: Sword of Vengeance,XB,2003,Action,65,7.1,M
Bombastic,PS2,2002,Puzzle,72,7.2,E
Coraline,Wii,2009,Action,42,5.5,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,70,8.3,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,69,7.2,M
Sega Soccer Slam,XB,2002,Sports,80,8.5,E
Enemy Front,PS3,2014,Shooter,43,6.0,M
Front Mission Evolved,PC,2010,Shooter,63,5.1,T
Dynasty Warriors 5,XB,2005,Action,66,8.0,T
Murdered: Soul Suspect,PC,2014,Action,59,7.4,M
Rez,PS2,2001,Shooter,78,8.3,E
Neverland Card Battles,PSP,2008,Role-Playing,57,7.8,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,76,8.3,E
UEFA Euro 2004: Portugal,XB,2004,Sports,74,8.1,E
Airline Tycoon 2,PC,2011,Simulation,57,5.5,E
Medabots: Infinity,GC,2003,Role-Playing,51,8.0,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,60,7.1,T
NFL Blitz Pro,XB,2003,Sports,71,6.6,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,58,7.5,E
Death Jr. II: Root of Evil,PSP,2006,Platform,68,7.3,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,80,8.8,E
Mighty No. 9,PS4,2016,Platform,52,3.5,E10+
Samurai Champloo: Sidetracked,PS2,2006,Action,66,7.2,T
Medal of Honor: Airborne,PC,2007,Shooter,78,7.3,T
Men of War: Assault Squad,PC,2011,Strategy,77,8.2,T
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,67,6.8,E
Dead Island Definitive Collection,XOne,2016,Action,67,4.9,M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,58,6.5,E10+
Virtua Striker 2002,GC,2002,Sports,58,6.0,E
UEFA Champions League 2006-2007,X360,2007,Sports,72,8.2,E
F1 2015,PC,2015,Racing,61,3.6,E
Aliens in the Attic,DS,2009,Action,58,6.0,E10+
Hunted: The Demon's Forge,PC,2011,Action,61,6.6,M
Otogi 2: Immortal Warriors,XB,2003,Action,79,8.3,T
Legend of Kay,PS2,2005,Action,72,7.3,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,49,6.3,T
Piglet's Big Game,GC,2003,Platform,70,8.0,E
Tom Clancy's HAWX 2,PC,2010,Action,66,3.8,T
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,66,5.5,M
IndyCar Series,XB,2003,Racing,71,7.8,E
Killing Floor 2 ,PS4,2016,Shooter,76,8.0,M
Ferrari F355 Challenge,PS2,2002,Racing,70,4.4,E
Mortal Kombat X,PC,2015,Fighting,76,5.1,M
Cities in Motion,PC,2011,Simulation,70,7.7,E
Shifters,PS2,2002,Adventure,37,5.9,T
Bladestorm: Nightmare,XOne,2015,Action,48,7.1,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,50,6.5,T
Sacred 3,X360,2014,Role-Playing,51,4.1,M
Venetica,PC,2009,Role-Playing,61,6.8,T
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,76,4.9,M
Wasteland 2,XOne,2015,Role-Playing,77,7.1,M
MorphX,X360,2010,Shooter,33,6.6,M
Sigma Star Saga,GBA,2005,Role-Playing,68,8.2,E10+
FIFA Soccer 2004,GBA,2003,Sports,82,7.9,E
Disney's Party,GC,2002,Misc,39,7.8,E
The Bureau: XCOM Declassified,PC,2013,Shooter,66,6.5,M
Nanostray 2,DS,2008,Shooter,75,7.8,E
Dokapon Journey,DS,2008,Role-Playing,60,7.0,E10+
Metal Slug Anthology,PSP,2007,Shooter,78,7.4,T
Back to the Future: The Game,Wii,2011,Adventure,66,4.1,T
Phantom Crash,XB,2002,Simulation,74,8.3,T
Yanya Caballista: City Skater,PS2,2001,Sports,58,6.3,E
The Typing of the Dead,DC,2000,Shooter,83,7.8,M
Jenga World Tour,Wii,2007,Misc,26,2.8,E
Tenchu: Dark Secret,DS,2006,Action,37,5.1,T
Shrek Super Party,GC,2003,Misc,40,7.3,E
Second Sight,GC,2004,Adventure,77,8.5,T
Rave Master,GC,2002,Fighting,60,6.3,T
Bejeweled Twist,PC,2008,Puzzle,78,7.3,E
Steins;Gate 0,PS4,2015,Adventure,81,8.3,M
Ivy the Kiwi?,DS,2010,Puzzle,69,6.3,E
Hail to the Chimp,PS3,2008,Misc,51,4.5,T
Alias,XB,2004,Action,64,6.0,T
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,81,8.8,E
Arx Fatalis,XB,2003,Role-Playing,71,8.2,M
Zumba Fitness Core,X360,2012,Misc,77,6.7,E10+
Guilty Gear Dust Strikers,DS,2006,Fighting,60,5.8,T
Dark Summit,GC,2002,Sports,68,4.5,T
Star Wars: Republic Commando,PC,2005,Shooter,78,8.7,T
The Lost Vikings,GBA,2003,Puzzle,75,9.1,E
Plants vs. Zombies,PC,2009,Strategy,87,8.9,E10+
Secret Files: Tunguska,DS,2008,Adventure,71,7.6,T
Stretch Panic,PS2,2001,Platform,65,7.8,T
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,74,7.8,E
Metroid Prime: Federation Force,3DS,2016,Action,64,5.1,T
DiRT 2,PC,2009,Racing,89,8.2,T
Payday 2,PC,2013,Shooter,79,3.4,M
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,64,7.4,E
Furu Furu Park,Wii,2007,Misc,43,4.8,E10+
Hatsune Miku: Project Diva X,PS4,2016,Misc,78,7.4,T
Whirl Tour,GC,2002,Sports,61,9.0,E
Grand Ages: Medieval,PC,2015,Strategy,63,5.4,T
Saints Row: Gat out of Hell,PS4,2015,Action,64,5.7,M
Stunt GP,PS2,2001,Racing,49,8.1,E
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,82,7.5,E10+
Singularity,PC,2010,Shooter,76,7.7,M
NASCAR Heat Evolution,PS4,2016,Racing,66,3.8,E
Ms Saga: A New Dawn,PS2,2005,Role-Playing,65,8.6,E10+
Child of Light,PS4,2014,Role-Playing,82,8.0,E10+
GrimGrimoire,PS2,2007,Strategy,79,7.9,E10+
Deadliest Catch: Alaskan Storm,X360,2008,Sports,56,5.9,T
Crime Life: Gang Wars,XB,2005,Action,30,3.4,M
Rugby 2005,XB,2005,Sports,75,7.7,E
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,86,8.8,M
Rock 'N Roll Racing,GBA,2003,Racing,80,9.4,E
Dynasty Warriors Vol. 2,PSP,2006,Action,57,8.1,T
Freelancer,PC,2003,Simulation,85,9.0,T
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,66,8.0,E10+
Rugby 06,PS2,2006,Sports,70,7.8,E
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,84,8.3,M
2002 FIFA World Cup,GC,2002,Sports,78,7.7,E
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,79,7.5,T
Need for Speed Carbon,PC,2006,Racing,78,7.2,E10+
Colin McRae Rally 2005,XB,2004,Racing,83,7.5,E
Empire Earth,PC,2001,Strategy,81,8.2,T
DuckTales: Remastered,PS3,2013,Action,75,7.4,E
Worms Reloaded,PC,2010,Strategy,79,6.8,E10+
World Championship Pool 2004,PS2,2004,Sports,60,6.7,E
B-Boy,PSP,2006,Misc,50,7.8,T
Kakuto Chojin,XB,2002,Fighting,46,7.2,T
Need for Speed Underground,PC,2003,Racing,82,8.3,E
Moon,DS,2009,Adventure,71,7.4,T
Snoopy vs the Red Baron,PSP,2006,Adventure,76,7.8,E10+
Virtua Tennis 3,PSP,2007,Sports,79,7.7,E
Raze's Hell,XB,2005,Shooter,71,8.1,M
Far Cry,PC,2004,Shooter,89,8.1,M
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,62,8.7,E
NightCaster II: Equinox,XB,2002,Action,46,7.0,T
Ship Simulator Extremes,PC,2010,Simulation,49,6.2,E
Time Crisis: Project Titan,PS,2001,Shooter,71,6.7,T
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,64,7.3,E10+
Pro Evolution Soccer 2017,XOne,2016,Sports,87,6.1,E
FIFA Soccer 10,PC,2009,Sports,72,3.8,E
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,72,7.8,M
The Sims,PC,2000,Simulation,92,7.9,T
FIFA Manager 12,PC,2011,Sports,72,3.9,E
Gitaroo Man,PS2,2001,Misc,82,8.7,E
Cabela's Trophy Bucks,X360,2007,Sports,39,3.0,T
XCOM 2,XOne,2016,Strategy,87,8.1,T
Yaiba: Ninja Gaiden Z,X360,2014,Action,50,5.3,M
Rock of the Dead,X360,2010,Shooter,48,4.8,T
Code Lyoko,DS,2007,Action,63,6.8,E10+
Pool Party,Wii,2007,Sports,32,0.7,E
Rapala Fishing Frenzy 2009,X360,2008,Sports,41,7.2,E
Company of Heroes,PC,2006,Strategy,93,8.8,M
Wonder World Amusement Park,Wii,2008,Misc,37,4.5,E
Ride 2,PS4,2016,Racing,71,8.0,E
Wing Island,Wii,2006,Simulation,47,4.9,E
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,79,6.9,T
Wrath Unleashed,XB,2004,Strategy,69,7.0,T
March of the Penguins,DS,2006,Adventure,34,1.7,E
Double Dragon Advance,GBA,2003,Action,75,8.4,T
The Bible Game,XB,2005,Misc,60,2.7,E
Bubble Bobble Revolution,DS,2005,Puzzle,38,6.2,E
Yager,XB,2003,Shooter,70,9.3,T
Root Letter,PSV,2016,Adventure,78,7.8,M
Futurama,XB,2003,Platform,58,6.9,T
Supreme Commander,PC,2007,Strategy,86,8.3,E10+
Pool Hall Pro,Wii,2009,Sports,62,5.3,E
Wolfenstein,PC,2009,Shooter,74,7.3,M
