Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Microsoft Train Simulator,PC,2001,Simulation,84,8.4,E
Resident Evil 6,XOne,2016,Shooter,63,6.3,M
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,58,6.3,T
Bad Boys: Miami Takedown,GC,2004,Shooter,35,2.0,M
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,39,5.9,T
Pony Friends,DS,2007,Simulation,67,6.6,E
Art of Fighting Anthology,PS2,2006,Fighting,60,7.0,T
Sébastien Loeb Rally Evo,PS4,2016,Racing,71,8.1,E
Lux-Pain,DS,2008,Adventure,48,6.2,T
Guilty Gear XX Accent Core,PS2,2007,Fighting,77,8.3,T
Mafia,PC,2002,Action,88,9.1,M
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,61,3.0,E
Operation Flashpoint: Elite,XB,2005,Shooter,64,8.3,T
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,35,4.8,E10+
Virtua Tennis 3,X360,2007,Sports,80,6.8,E
Front Mission,DS,2007,Strategy,72,8.9,E10+
Tropico 3,PC,2009,Strategy,79,8.1,T
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,78,8.5,T
Life is Strange,PC,2016,Adventure,83,8.6,M
Battlezone,PS4,2016,Action,66,7.0,T
Pro Evolution Soccer 2016,PC,2015,Sports,76,4.3,E
The Dark Spire,DS,2008,Role-Playing,69,7.7,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,55,6.0,T
Runaway: A Twist of Fate,PC,2009,Adventure,79,8.2,T
FlatOut 2,XB,2006,Racing,73,7.3,T
Rogue Trooper,PS2,2006,Shooter,71,8.2,T
Backyard Baseball '09,Wii,2008,Sports,37,7.8,E
Tom Clancy's HAWX,PC,2009,Action,70,7.3,T
Enemy Front,X360,2014,Shooter,35,5.8,M
Shantae and the Pirate's Curse,3DS,2015,Platform,82,8.5,E10+
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,74,8.8,E
Castle of Shikigami III,Wii,2007,Shooter,67,7.6,T
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,80,8.1,T
FIFA Street 2,DS,2006,Sports,43,7.5,E
City Life: World Edition,PC,2007,Simulation,75,8.2,E
Corpse Party: Book of Shadows,PSP,2011,Adventure,67,8.2,M
WarTech: Senko no Ronde,X360,2006,Fighting,60,6.1,T
IL-2 Sturmovik: 1946,PC,2006,Simulation,86,8.8,T
Red Ninja: End of Honor,PS2,2005,Action,47,5.0,M
Praetorians,PC,2003,Strategy,78,8.2,T
Smash Court Tennis 3,PSP,2007,Sports,68,6.3,E
LEGO Friends,3DS,2013,Action,43,8.3,E
SPRay,Wii,2008,Action,42,4.5,E10+
Outlaw Tennis,XB,2005,Sports,66,7.7,M
Brothers: A Tale of Two Sons,XOne,2015,Adventure,81,8.9,T
Attack of the Movies 3D,X360,2010,Shooter,38,1.7,T
Secret Files: Tunguska,PC,2006,Adventure,66,7.4,T
NASCAR 07,XB,2006,Racing,72,7.0,E
Dance Dance Revolution Disney Mix,PS,2000,Simulation,74,8.3,E
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,70,6.9,T
Thrillville: Off the Rails,DS,2007,Strategy,59,6.2,E
Bloody Roar Extreme,XB,2003,Fighting,61,8.6,T
Split/Second,PC,2010,Racing,79,8.2,E10+
Resident Evil 6,PC,2012,Shooter,69,5.9,M
Dead Head Fred,PSP,2007,Action,75,7.3,M
Ride to Hell,PS3,2013,Racing,13,1.0,M
Need for Speed: ProStreet,PC,2007,Racing,70,5.9,E10+
Digimon Rumble Arena 2,GC,2004,Fighting,71,8.1,T
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,46,5.8,E
Rodea the Sky Soldier,3DS,2015,Action,45,5.6,E10+
Hellboy: The Science of Evil,PSP,2008,Action,42,7.1,T
The Sims Deluxe,PC,2002,Simulation,92,8.2,T
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,78,7.7,E10+
The Sims 2: Pets,PC,2006,Simulation,76,7.7,T
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,37,6.3,M
The Kore Gang,Wii,2010,Platform,70,8.6,E10+
Rugby Challenge 3,PS4,2016,Sports,64,6.8,E
Blood Bowl,PC,2009,Sports,72,6.5,T
Port Royale 2,PC,2004,Strategy,75,7.7,T
Star Trek: Shattered Universe,XB,2004,Simulation,41,4.0,E
Company of Heroes: Tales of Valor,PC,2009,Strategy,70,7.2,M
Guilty Gear XX Accent Core,Wii,2007,Fighting,75,8.4,T
WarJetz,PS2,2001,Shooter,59,5.5,T
Devil May Cry 4,PC,2008,Action,78,8.5,M
Barnyard,Wii,2006,Action,65,5.7,E10+
Test Drive: Ferrari Legends,PS3,2012,Racing,62,4.9,E
Heroes of Might and Magic V,PC,2006,Strategy,77,7.9,T
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,78,7.2,M
Aeon Flux,PS2,2005,Action,66,5.8,T
Age of Mythology: The Titans,PC,2003,Strategy,84,8.7,T
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,72,8.3,T
Virtua Tennis 4,PC,2011,Sports,66,7.3,E
Shattered Union,XB,2005,Strategy,66,6.9,T
Unchained Blades ,3DS,2011,Role-Playing,65,7.8,T
Terraria,XOne,2014,Action,84,7.7,T
Company of Heroes: Opposing Fronts,PC,2007,Strategy,87,8.6,M
Superman: Countdown to Apokolips,GBA,2003,Platform,47,5.7,E
Worms 4: Mayhem,XB,2005,Strategy,69,9.2,T
Rise of Nations,PC,2003,Strategy,89,9.0,T
Men of War: Vietnam,PC,2011,Strategy,68,4.9,T
Imperial Glory,PC,2005,Strategy,69,8.4,T
Antz Extreme Racing,PS2,2002,Racing,31,5.0,E
Samurai Warriors 2: Empires,X360,2007,Action,53,8.5,T
Metal Slug XX,PSP,2009,Shooter,67,6.1,T
Patrician IV,PC,2010,Strategy,66,6.4,E
Fisherman's Challenge,PS2,2003,Sports,67,7.5,E
Resident Evil: Revelations,PC,2013,Action,77,7.0,M
The Da Vinci Code,XB,2006,Action,52,2.8,T
Pure Pinball,XB,2004,Misc,68,8.5,E
Headhunter: Redemption,PS2,2004,Action,62,6.7,M
Dead Rising,PS4,2016,Action,78,6.6,M
Grand Theft Auto: Vice City,PC,2003,Action,94,8.8,M
Surf's Up,PS3,2007,Sports,59,5.1,E10+
SWAT: Target Liberty,PSP,2007,Shooter,50,7.7,T
Twin Strike: Operation Thunder,Wii,2008,Shooter,50,8.3,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,47,5.5,M
Bomberman: Act Zero,X360,2006,Puzzle,34,2.2,T
Empire Earth III,PC,2007,Strategy,50,2.8,T
Resident Evil: Operation Raccoon City,PC,2012,Action,48,3.8,M
Dreamfall: The Longest Journey,XB,2006,Adventure,73,8.8,M
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,48,3.1,T
Brothers In Arms DS,DS,2007,Shooter,72,8.0,T
Colin McRae Rally 3,XB,2002,Racing,86,7.4,E
TMNT,DS,2007,Action,42,2.2,E10+
Stolen,PS2,2005,Action,51,7.4,T
Stoked: Big Air Edition,X360,2009,Sports,72,7.7,T
LEGO Jurassic World,PC,2015,Action,72,7.1,E10+
Pro Race Driver,XB,2003,Racing,80,7.5,T
The Movies,PC,2005,Simulation,84,8.3,T
FIFA World Cup Germany 2006,DS,2006,Sports,71,7.2,E
Supreme Commander: Forged Alliance,PC,2007,Strategy,81,8.9,E10+
Dragon Ball: Advanced Adventure,GBA,2004,Action,75,8.5,E10+
Lost Planet 3,PC,2013,Shooter,61,6.2,T
Echo Night Beyond,PS2,2004,Adventure,60,8.8,T
Meteos: Disney Magic,DS,2007,Puzzle,74,6.6,E
Beyblade Evolution,3DS,2013,Action,49,6.3,E
Castlevania: Lords of Shadow 2,PC,2014,Action,58,7.7,M
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,39,7.4,E10+
Halo: Combat Evolved,PC,2003,Shooter,83,7.4,M
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,69,7.9,T
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,68,7.3,T
Assassin's Creed Chronicles: China,PS4,2015,Action,69,6.4,T
Worms: Ultimate Mayhem,PC,2011,Strategy,66,7.8,E10+
Rugby 08,PS2,2007,Sports,74,7.4,E
Caesar IV,PC,2006,Strategy,74,7.6,E10+
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,71,6.2,E
Cy Girls,PS2,2004,Action,53,8.8,M
Ray Gigant,PSV,2015,Role-Playing,72,8.1,T
APB Reloaded,PC,2011,Role-Playing,56,5.7,M
Bubble Bobble Double Shot,DS,2007,Puzzle,50,4.8,E
Bionicle Heroes,Wii,2007,Shooter,52,5.8,E10+
Harry Potter and the Order of the Phoenix,PC,2007,Action,63,7.1,E10+
C.O.R.E.,DS,2009,Shooter,44,6.9,M
Chaos Wars,PS2,2006,Strategy,64,6.9,T
Steambot Chronicles,PS2,2005,Role-Playing,74,8.2,T
Scaler,GC,2004,Platform,69,7.3,E
Scarface: The World is Yours,PC,2006,Action,73,7.5,M
Legasista,PS3,2012,Role-Playing,68,6.3,T
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,68,8.3,T
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,67,7.2,E
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,82,8.1,E
Without Warning,PS2,2005,Shooter,45,6.5,M
Napoleon Dynamite: The Game,PSP,2007,Puzzle,37,4.6,E10+
Saints Row 2,PC,2009,Action,72,6.8,M
Trine 2,PC,2011,Platform,84,8.4,E10+
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,67,8.2,E10+
Homefront: The Revolution,PC,2016,Shooter,54,3.5,M
RLH: Run Like Hell,XB,2003,Shooter,55,8.0,M
Obscure,XB,2004,Adventure,66,8.4,M
Just Dance 2017,XOne,2016,Misc,75,8.0,E10+
Stranger of Sword City,PSV,2015,Role-Playing,71,8.0,T
World of Goo,PC,2008,Puzzle,90,8.5,E
Secret Files 2: Puritas Cordis,PC,2009,Adventure,64,7.1,T
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,66,6.8,T
Railroad Tycoon 3,PC,2003,Strategy,80,7.7,E
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,75,7.7,M
Painkiller: Hell Wars,XB,2006,Shooter,68,7.4,M
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,71,8.9,E
World in Conflict,PC,2007,Strategy,89,8.1,T
Tomb Raider: Anniversary,PC,2007,Action,83,8.1,T
Infamous: First Light,PS4,2014,Action,73,7.5,T
Tour de France 2014,PS4,2014,Sports,53,5.1,E
RedCard 20-03,XB,2002,Sports,67,9.0,E
Bounty Hounds,PSP,2006,Action,63,6.0,T
TOCA Race Driver 3,XB,2006,Racing,84,8.0,E10+
Silent Scope,GBA,2002,Shooter,70,8.0,T
The Cursed Crusade,PC,2011,Action,55,6.0,M
Hotel Giant 2,PC,2008,Strategy,58,2.5,E
DarkStar One,PC,2006,Simulation,71,7.2,T
Hitman: Blood Money,PC,2006,Action,82,8.8,M
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,77,6.9,M
Section 8,PC,2009,Shooter,72,7.0,T
Alpha Protocol,PC,2010,Role-Playing,72,7.5,M
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,81,8.6,T
Red Faction II,GC,2003,Shooter,79,7.3,M
Battle Engine Aquila,PS2,2003,Shooter,73,9.0,T
Special Forces: Nemesis Strike,XB,2005,Shooter,60,6.5,M
Women's Volleyball Championship,PS2,2007,Sports,32,4.0,E
Crimson Tears,PS2,2004,Role-Playing,62,7.8,T
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,48,8.7,T
WRC: FIA World Rally Championship,PSP,2005,Racing,67,7.8,E
Rapala Tournament Fishing!,X360,2006,Sports,41,8.0,E
Superstars V8 Racing,PS3,2009,Racing,66,4.9,E
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,61,7.4,T
Supreme Ruler: Cold War,PC,2011,Strategy,63,6.8,RP
Rise of Nations: Rise of Legends,PC,2006,Strategy,84,8.5,T
The Sum of All Fears,GC,2003,Shooter,36,3.4,T
Yumi's Odd Odyssey,3DS,2013,Platform,74,7.7,E
EverBlue 2,PS2,2002,Adventure,59,7.5,E
Electroplankton,DS,2005,Misc,71,7.0,E
FIFA World Cup: Germany 2006,GBA,2006,Sports,57,6.9,E
Earthworm Jim 2,GBA,2002,Platform,45,5.7,E
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,70,6.4,E10+
MotoGP,PSP,2006,Racing,69,7.1,E
Apache: Air Assault,PC,2010,Simulation,64,7.5,T
Call of Juarez: Bound in Blood,PC,2009,Shooter,78,8.0,M
Red Faction: Guerrilla,PC,2009,Shooter,82,7.5,M
Deus Ex: Mankind Divided,PC,2016,Role-Playing,83,6.1,M
Astonishia Story,PSP,2006,Role-Playing,48,4.9,E10+
Prince of Persia: The Forgotten Sands,PC,2010,Action,75,6.6,T
RACE On,PC,2009,Racing,73,8.2,E
Song of the Deep,PC,2016,Action,73,6.3,E
Tork: Prehistoric Punk,XB,2005,Platform,62,6.2,E
Overlord II,PC,2009,Action,79,8.1,T
Jikandia: The Timeless Land,PSP,2010,Role-Playing,60,7.2,T
Toy Shop,DS,2008,Simulation,31,5.4,E
DiRT Rally,PC,2016,Racing,86,8.7,E
Trials Fusion,PC,2014,Racing,80,6.8,E10+
Prison Architect,PS4,2016,Action,80,8.0,M
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,65,7.3,T
Dance Factory,PS2,2006,Action,56,5.8,E
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,58,6.1,E10+
Combat Mission: Shock Force,PC,2007,Strategy,62,3.3,T
F1 2002,GC,2002,Racing,72,7.8,E
Men of War,PC,2009,Strategy,80,8.1,M
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,88,8.8,M
Darkstalkers Resurrection,PS3,2013,Fighting,80,7.3,T
Transformers: Devastation,PC,2015,Action,74,7.6,T
The Golf Club,XOne,2014,Sports,64,5.4,E
Neverwinter Nights,PC,2002,Role-Playing,91,8.2,T
Digimon World 4,XB,2005,Role-Playing,54,8.8,E
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,76,7.3,T
Galleon: Islands of Mystery,XB,2004,Action,67,7.0,T
Sunny Garcia Surfing,PS2,2001,Sports,61,7.9,E
Lock On: Modern Air Combat,PC,2003,Simulation,76,7.5,E
Worms: WMD,PS4,2016,Action,78,7.6,E10+
Rabbids Land,WiiU,2012,Misc,52,5.2,E10+
Guild Wars,PC,2005,Role-Playing,89,8.4,T
Take On Helicopters,PC,2011,Simulation,70,6.7,T
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,66,7.8,T
Nacho Libre,DS,2006,Action,56,5.8,E10+
Homeworld 2,PC,2003,Strategy,83,8.3,T
Rayman 3: Hoodlum Havoc,PC,2003,Platform,74,8.3,E
Graffiti Kingdom,PS2,2004,Role-Playing,71,7.1,E
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,78,9.3,E
N+,PSP,2007,Platform,79,7.8,E
Knights of Honor,PC,2004,Strategy,77,9.1,E10+
Empire Earth II,PC,2005,Strategy,79,7.1,T
Hot Pixel,PSP,2007,Puzzle,55,6.5,T
Valentino Rossi: The Game,XOne,2016,Racing,74,8.1,E
Codename: Panzers Cold War,PC,2009,Strategy,67,5.8,T
Star Wars: The Force Unleashed II,PC,2010,Action,59,5.8,T
Atomic Betty,GBA,2005,Puzzle,62,7.5,E
Street Jam Basketball,GBA,2004,Sports,35,8.0,E
Harry Potter and the Half-Blood Prince,PC,2009,Action,64,6.1,E10+
Doom 3 BFG Edition,PC,2012,Shooter,59,5.3,M
Popeye: Rush for Spinach,GBA,2005,Platform,48,4.2,E
Culdcept,PS2,2002,Strategy,78,8.9,T
GTR Evolution,PC,2008,Racing,83,8.2,E
Lords of the Fallen,PC,2014,Role-Playing,73,6.9,M
NBA 08,PSP,2007,Sports,75,7.5,E
Sins of a Solar Empire,PC,2008,Strategy,87,8.2,T
NBA 2K13,PC,2012,Sports,90,6.8,E
Resident Evil 4,PC,2007,Action,76,7.4,M
007: Quantum of Solace,PC,2008,Action,70,6.3,T
Metal Dungeon,XB,2002,Role-Playing,44,7.2,T
Drome Racers,GC,2003,Racing,54,6.6,E
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,70,7.0,T
Commander: Conquest of the Americas,PC,2010,Strategy,68,5.2,T
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,73,6.6,E10+
Race Driver 2006,PSP,2006,Racing,81,8.5,T
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,44,8.6,T
Mighty No. 9,WiiU,2016,Platform,48,4.6,E10+
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,73,8.4,T
The Talos Principle,PS4,2015,Puzzle,88,8.4,E10+
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,47,8.2,T
Syberia II,XB,2004,Adventure,71,8.7,T
Braid,PC,2009,Platform,90,8.6,E10+
Syberia,PC,2002,Action,82,8.5,T
Turn It Around,DS,2006,Action,39,4.5,E
Jack Keane,PC,2008,Adventure,69,7.0,T
Monsters vs. Aliens,PC,2009,Action,63,6.2,E10+
Ride,PC,2015,Racing,68,4.8,E
LEGO Harry Potter: Years 1-4,PC,2010,Action,79,7.9,E10+
MechAssault: Phantom War,DS,2006,Simulation,66,4.5,T
The Last Guy,PS3,2009,Action,77,6.9,E10+
Max Payne,GBA,2003,Shooter,78,7.8,M
Star Trek: Tactical Assault,PSP,2006,Strategy,64,7.9,E
Cossacks: European Wars,PC,2001,Strategy,74,8.6,T
MX vs. ATV Supercross,PS3,2014,Racing,58,3.5,E
NBA 2K7,XB,2006,Sports,83,8.6,E
XBLAZE Code: Embryo,PSV,2013,Adventure,43,7.4,M
Warhammer: Mark of Chaos,PC,2006,Strategy,73,7.4,M
Warship Gunner 2,PS2,2006,Simulation,62,8.5,T
Gotcha Force,GC,2003,Shooter,56,8.2,E
Driver: Parallel Lines,Wii,2007,Racing,59,6.0,M
Battlefield Vietnam,PC,2004,Shooter,84,7.5,T
Dead Rising 2,PS4,2016,Action,82,6.6,M
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,83,8.4,M
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,75,9.0,T
Jet Grind Radio,GBA,2003,Action,74,9.3,E
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,86,9.0,M
Magicka,PC,2011,Role-Playing,74,7.6,T
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,76,6.5,T
NHL 07,XB,2006,Sports,75,7.7,E10+
The Technomancer,XOne,2016,Role-Playing,68,7.4,M
Guild Wars: Nightfall,PC,2006,Role-Playing,84,8.7,T
Medal of Honor: Vanguard,PS2,2007,Shooter,63,6.1,T
Super Monkey Ball Adventure,PS2,2006,Platform,53,6.7,E
Madden NFL 07,GBA,2006,Sports,68,9.3,E
MySims,PC,2008,Simulation,70,6.4,E
The Sims 2: Bon Voyage,PC,2007,Simulation,74,7.3,T
AniMates!,DS,2007,Simulation,33,2.5,E
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,46,4.7,T
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,59,6.6,E
Aegis of Earth: Protonovus Assault,PS4,2016,Action,57,7.8,T
Bully: Scholarship Edition,PC,2008,Action,72,7.5,T
Justice League Heroes: The Flash,GBA,2006,Action,72,7.4,E10+
Metal Saga,PS2,2005,Role-Playing,62,7.3,T
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,72,8.3,M
Battlefield 2142,PC,2006,Shooter,80,6.8,T
Air Conflicts: Secret Wars,PC,2011,Simulation,65,6.4,T
Lost Planet 2,PC,2010,Shooter,63,6.3,T
X3: Terran Conflict,PC,2008,Simulation,73,7.9,T
Agatha Christie's The ABC Murders,PS4,2016,Adventure,67,6.2,T
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,52,5.3,M
SWAT 4,PC,2005,Shooter,85,8.6,M
Battlefield 1942,PC,2002,Shooter,89,8.6,T
Napoleon Dynamite: The Game,DS,2007,Puzzle,45,7.3,E10+
Legend of Kay Anniversary,PS4,2015,Action,62,6.4,E10+
Dungeon Siege II,PC,2005,Role-Playing,80,7.9,M
Battlestations: Pacific,PC,2009,Strategy,74,8.4,T
ZooCube,GC,2002,Puzzle,67,6.1,E
GRID Autosport,PC,2014,Racing,78,6.2,E
The Lord of the Rings: Conquest,PC,2009,Action,57,6.7,T
Stake: Fortune Fighters,XB,2003,Fighting,26,3.7,T
Serious Sam Advance,GBA,2004,Shooter,51,7.2,M
Cold War,XB,2005,Shooter,60,8.0,T
Steel Battalion: Line of Contact,XB,2004,Simulation,70,8.0,T
NBA Starting Five,XB,2002,Sports,48,5.5,E
Spy Hunter: Nowhere To Run,PS2,2006,Racing,51,6.0,T
Final Fantasy XIV: Heavensward,PC,2015,Action,86,7.7,T
Omega Quintet,PS4,2014,Role-Playing,58,7.1,T
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,56,7.7,E
Viva Pinata,PC,2007,Simulation,78,7.8,E
Neverwinter Nights 2,PC,2006,Role-Playing,82,6.5,T
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,75,8.6,T
Jurassic Park: Operation Genesis,PC,2003,Simulation,72,8.7,T
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,86,7.9,T
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,71,9.2,M
AMF Xtreme Bowling,PS2,2006,Sports,30,4.2,E
Worms,PS3,2009,Strategy,76,6.9,E10+
Capcom Digital Collection,X360,2012,Action,65,5.3,T
The Settlers: Rise of an Empire,PC,2007,Strategy,66,7.7,E10+
Tank Beat,DS,2006,Strategy,40,5.4,E10+
ParaWorld,PC,2006,Strategy,71,8.3,T
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,51,7.6,T
Here They Lie,PS4,2016,Adventure,62,6.5,M
George of the Jungle and the Search for the Secret,Wii,2008,Platform,35,4.0,E
Inkheart,DS,2009,Adventure,39,2.2,E
Demigod,PC,2009,Strategy,76,7.9,T
Mage Knight: Destiny's Soldier,DS,2006,Strategy,59,7.1,E10+
Stronghold Crusader Extreme,PC,2008,Strategy,45,6.8,T
DemiKids: Light Version,GBA,2002,Role-Playing,62,8.3,E
Cities XL 2011,PC,2010,Simulation,70,5.7,E
Line Rider 2: Unbound,Wii,2008,Puzzle,62,6.4,E
SimCity Societies,PC,2007,Simulation,63,4.3,E10+
Star Trek Online,PC,2010,Role-Playing,66,6.2,T
Anima - Gate of Memories,PS4,2016,Action,52,7.9,T
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,78,7.3,M
Tropico 4: Modern Times,PC,2012,Strategy,78,8.0,T
ScrapLand,XB,2005,Action,73,7.4,T
Brothers in Arms: Hell's Highway,PC,2008,Shooter,79,7.9,M
DiRT,PC,2007,Racing,84,7.3,E
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,86,8.6,T
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,64,7.3,T
Ceville,PC,2009,Action,73,8.2,E
Brandish: The Dark Revenant,PSP,2009,Role-Playing,78,8.3,T
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,77,8.1,E10+
Falcon 4.0: Allied Force,PC,2005,Simulation,90,8.6,T
Pro Fishing Challenge,XB,2004,Sports,62,9.1,E
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,81,9.0,T
Rule of Rose,PS2,2006,Action,59,8.6,M
RedCard 20-03,GC,2002,Sports,71,7.4,E
Pac-Man World Rally,PS2,2006,Racing,54,7.4,E
GT Legends,PC,2005,Racing,84,8.6,E
Street Fighter X Tekken,PC,2012,Fighting,79,6.4,T
Kung Fu Panda,PC,2008,Action,71,7.8,E10+
Frontlines: Fuel of War,PC,2008,Shooter,73,6.9,T
Tom Clancy's EndWar,PC,2009,Strategy,68,6.7,T
Zathura,XB,2005,Adventure,48,5.5,E10+
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,78,7.8,E10+
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,40,7.0,T
Test Drive Unlimited,PC,2007,Racing,79,8.1,T
Grey's Anatomy: The Video Game,PC,2009,Adventure,36,3.9,T
F1 Race Stars,PC,2012,Racing,62,5.4,E
Serious Sam: Next Encounter,GC,2004,Shooter,69,8.4,M
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,53,4.5,T
Freedom Wings,DS,2006,Simulation,46,7.7,E10+
Left 4 Dead,PC,2008,Shooter,89,9.2,M
Iron Phoenix,XB,2005,Fighting,58,6.5,T
Kuon,PS2,2004,Adventure,57,7.7,M
Fuel,PC,2009,Racing,67,6.7,E
Dungeon Defenders,PC,2011,Role-Playing,81,7.3,E10+
Group S Challenge,XB,2003,Racing,57,6.0,E
Balls of Fury,Wii,2007,Sports,19,2.8,E10+
Indigo Prophecy,PC,2005,Adventure,85,8.3,M
Overlord,PC,2007,Strategy,81,8.1,T
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,84,7.5,T
FIFA Soccer 09,PC,2008,Sports,77,6.8,E
Quake 4,PC,2005,Shooter,81,7.6,M
XGRA: Extreme G Racing Association,GC,2003,Racing,69,7.0,T
Max Payne,PC,2001,Shooter,89,9.1,M
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,55,4.7,E10+
SBK: Snowboard Kids,DS,2005,Sports,63,6.5,E
Sniper Elite V2,WiiU,2013,Shooter,58,5.8,M
Order of War,PC,2009,Strategy,69,7.3,T
The Fast and the Furious,PSP,2007,Racing,58,5.3,T
Maximum Capacity: Hotel Giant,PC,2002,Strategy,59,7.7,T
Legend: Hand of God,PC,2007,Role-Playing,57,5.8,M
Sacred 3,PC,2014,Role-Playing,57,1.4,M
Pro Evolution Soccer 2017,PC,2016,Sports,69,3.7,E
SAW,PC,2009,Action,55,6.0,M
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,65,7.3,T
Spider-Man 3,PC,2007,Platform,62,7.1,T
Xblaze: Lost Memories,PS3,2015,Adventure,63,6.2,M
Spider-Man: Web of Shadows,PC,2008,Action,52,7.8,T
Headhunter: Redemption,XB,2004,Action,59,6.8,M
Chicago Enforcer,XB,2005,Shooter,33,2.8,M
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,85,8.2,T
Carmageddon: Max Damage,XOne,2016,Action,52,7.1,M
Stormrise,PC,2009,Strategy,42,4.9,M
Painkiller,PC,2004,Shooter,81,8.1,M
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,57,7.0,E10+
RollerCoaster Tycoon World,PC,2016,Simulation,43,2.4,E
XGRA: Extreme G Racing Association,XB,2003,Racing,66,6.8,T
Darksiders: Warmastered Edition,PS4,2016,Action,79,8.5,M
Lara Croft and the Temple of Osiris,PC,2014,Action,73,5.4,T
Motocross Mania 3,XB,2005,Racing,38,3.6,T
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,40,5.8,M
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,65,4.6,T
Hellgate: London,PC,2007,Role-Playing,70,6.3,M
Dynasty Warriors 8: Empires,PSV,2015,Action,70,7.4,T
Pump It Up: Exceed,XB,2005,Misc,74,7.5,T
Tenkai Knights: Brave Battle,3DS,2014,Action,26,2.4,E10+
